//Section   Type   Level   Dur   Skill   Luck   Option   Excellent
4	7	1	255	0	0	0	0	0	0	0	255	255	255	255	255 //Bình Phép Nhỏ
4	7	3	255	0	0	0	0	0	0	0	255	255	255	255	255 //Bình Phép Nhỏ
4	15	1	255	0	0	0	0	0	0	0	255	255	255	255	255 //Bình Phép Nhỏ
4	15	3	255	0	0	0	0	0	0	0	255	255	255	255	255 //Bình Phép Nhỏ

4	2	0	255	1	1	1	0	0	0	0	255	255	255	255	255 //
4	3	0	255	1	1	1	0	0	0	0	255	255	255	255	255 //
4	4	0	255	1	1	1	0	0	0	0	255	255	255	255	255 //
4	5	0	255	1	1	1	0	0	0	0	255	255	255	255	255 //
4	10	0	255	1	1	1	0	0	0	0	255	255	255	255	255 //
4	9	0	255	1	1	1	0	0	0	0	255	255	255	255	255 //
4	13	0	255	1	1	1	0	0	0	0	255	255	255	255	255 //
4	14	0	255	1	1	1	0	0	0	0	255	255	255	255	255 //
4	12	0	255	1	1	1	0	0	0	0	255	255	255	255	255 //
6	0	0	255	0	1	1	0	0	0	0	255	255	255	255	255 //
0	2	0	255	0	1	1	0	0	0	0	255	255	255	255	255 //
1	4	0	255	0	1	1	0	0	0	0	255	255	255	255	255 //
0	0	0	255	0	1	1	0	0	0	0	255	255	255	255	255 //



end

