//Section	Type	Level	Dur	Skill	Luck	Option	Excellent
14	0	0	1	0	0	0	0	0	0	0	255	255	255	255	255
14	1	0	1	0	0	0	0	0	0	0	255	255	255	255	255
14	0	0	3	0	0	0	0	0	0	0	255	255	255	255	255
14	1	0	3	0	0	0	0	0	0	0	255	255	255	255	255
14	0	0	10	0	0	0	0	0	0	0	255	255	255	255	255
14	1	0	10	0	0	0	0	0	0	0	255	255	255	255	255
14	0	0	10	0	0	0	0	0	0	0	255	255	255	255	255
14	1	0	10	0	0	0	0	0	0	0	255	255	255	255	255
14	0	1	10	0	0	0	0	0	0	0	255	255	255	255	255
14	1	1	10	0	0	0	0	0	0	0	255	255	255	255	255
14	8	1	10	0	0	0	0	0	0	0	255	255	255	255	255
14	8	3	10	0	0	0	0	0	0	0	255	255	255	255	255


7	7	0	0	0	1	0	0	0	0	0	255	255	255	255	255
8	7	0	0	0	1	0	0	0	0	0	255	255	255	255	255
9	7	0	0	0	1	0	0	0	0	0	255	255	255	255	255
10	7	0	0	0	1	0	0	0	0	0	255	255	255	255	255
11	7	0	0	0	1	0	0	0	0	0	255	255	255	255	255
end
