//Sec	Type	Level	Dur	Skill	Luck	Option	Excellent
7	2	0	0	0	1	1	0	0	0	0	255	255	255	255	255
7	4	0	0	0	1	1	0	0	0	0	255	255	255	255	255
15	2	0	1	0	0	0	0	0	0	0	255	255	255	255	255
15	3	0	1	0	0	0	0	0	0	0	255	255	255	255	255
15	4	0	1	0	0	0	0	0	0	0	255	255	255	255	255
15	5	0	1	0	0	0	0	0	0	0	255	255	255	255	255
8	2	0	0	0	1	1	0	0	0	0	255	255	255	255	255
8	4	0	0	0	1	1	0	0	0	0	255	255	255	255	255
15	6	0	1	0	0	0	0	0	0	0	255	255	255	255	255
15	7	0	1	0	0	0	0	0	0	0	255	255	255	255	255
15	8	0	1	0	0	0	0	0	0	0	255	255	255	255	255
15	9	0	1	0	0	0	0	0	0	0	255	255	255	255	255
9	2	0	0	0	1	1	0	0	0	0	255	255	255	255	255
9	4	0	0	0	1	1	0	0	0	0	255	255	255	255	255
15	14	0	1	0	0	0	0	0	0	0	255	255	255	255	255
15	15	0	1	0	0	0	0	0	0	0	255	255	255	255	255
15	16	0	1	0	0	0	0	0	0	0	255	255	255	255	255
15	17	0	1	0	0	0	0	0	0	0	255	255	255	255	255
10	2	0	0	0	1	1	0	0	0	0	255	255	255	255	255
10	4	0	0	0	1	1	0	0	0	0	255	255	255	255	255
15	10	0	1	0	0	0	0	0	0	0	255	255	255	255	255
15	11	0	1	0	0	0	0	0	0	0	255	255	255	255	255
15	12	0	1	0	0	0	0	0	0	0	255	255	255	255	255
15	13	0	1	0	0	0	0	0	0	0	255	255	255	255	255
11	2	0	0	0	1	1	0	0	0	0	255	255	255	255	255
11	4	0	0	0	1	1	0	0	0	0	255	255	255	255	255
15	0	0	1	0	1	1	0	0	0	0	255	255	255	255	255
15	1	0	1	0	1	1	0	0	0	0	255	255	255	255	255
15	18	0	1	0	0	0	0	0	0	0	255	255	255	255	255
15	28	0	1	0	0	0	0	0	0	0	255	255	255	255	255
5	0	0	0	0	1	1	0	0	0	0	255	255	255	255	255
5	5	0	0	0	1	1	0	0	0	0	255	255	255	255	255
5	6	0	0	0	1	1	0	0	0	0	255	255	255	255	255
6	6	0	0	1	1	1	0	0	0	0	255	255	255	255	255
6	4	0	0	1	1	1	0	0	0	0	255	255	255	255	255

end

