//Section   Type   Level   Dur   Skill   Luck   Option   Excellent
14	3	0	30	0	0	0	0	0	0	0	255	255	255	255	255
14	6	0	30	0	0	0	0	0	0	0	255	255	255	255	255
14	3	0	30	0	0	0	0	0	0	0	255	255	255	255	255
14	6	0	30	0	0	0	0	0	0	0	255	255	255	255	255
14	8	0	30	0	0	0	0	0	0	0	255	255	255	255	255
14	1	0	255	0	0	0	0	0	0	0	255	255	255	255	255
14	1	0	255	0	0	0	0	0	0	0	255	255	255	255	255
13	0	0	0	0	0	0	0	0	0	0	255	255	255	255	255

7	39	0	0	0	1	1	0	0	0	0	255	255	255	255	255
7	40	0	0	0	1	1	0	0	0	0	255	255	255	255	255
5	21	0	0	1	1	0	0	0	0	0	255	255	255	255	255
5	22	0	0	1	1	0	0	0	0	0	255	255	255	255	255
5	14	0	0	0	1	0	0	0	0	0	255	255	255	255	255
5	15	0	0	0	1	0	0	0	0	0	255	255	255	255	255

8	39	0	0	0	1	1	0	0	0	0	255	255	255	255	255
8	40	0	0	0	1	1	0	0	0	0	255	255	255	255	255
5	16	0	0	0	1	0	0	0	0	0	255	255	255	255	255
1	0	0	0	0	1	0	0	0	0	0	255	255	255	255	255

9	39	0	0	0	1	1	0	0	0	0	255	255	255	255	255
9	40	0	0	0	1	1	0	0	0	0	255	255	255	255	255

0	1	0	0	0	1	0	0	0	0	0	255	255	255	255	255
0	2	0	0	0	1	0	0	0	0	0	255	255	255	255	255
10	39	0	0	0	1	1	0	0	0	0	255	255	255	255	255
10	40	0	0	0	1	1	0	0	0	0	255	255	255	255	255

15	26	0	0	0	0	0	0	0	0	0	255	255	255	255	255
15	20	0	0	0	0	0	0	0	0	0	255	255	255	255	255
15	22	0	0	0	0	0	0	0	0	0	255	255	255	255	255
15	19	0	0	0	0	0	0	0	0	0	255	255	255	255	255
11	39	0	0	0	1	1	0	0	0	0	255	255	255	255	255
11	40	0	0	0	1	1	0	0	0	0	255	255	255	255	255


15	23	0	0	0	0	0	0	0	0	0	255	255	255	255	255
15	27	0	0	0	0	0	0	0	0	0	255	255	255	255	255
15	21	0	0	0	0	0	0	0	0	0	255	255	255	255	255
1	1	0	0	0	1	0	0	0	0	0	255	255	255	255	255

end
